Ticker,EBIT,EV,EY,ROC,rank_EY,rank_ROC,score,out_in
GOGO,74980000.0,1502285381.8693104,0.0499106234440633,0.0607227284249262,553.0,695.0,1248.0,in
OLLI,268822000.0,7296458198.313957,0.0368428068377227,0.0854351912059804,686.0,563.0,1249.0,in
RJET,144600000.0,1938038974.9526975,0.0746115025904106,0.0320542661435126,390.0,860.0,1250.0,in
ANPA,1002568.0,303981315.0,0.0032981237679033,0.2252155070745445,1034.0,218.0,1252.0,in
TTD,427167000.0,17840394632.91761,0.0239438089117057,0.1150903698937837,815.0,439.0,1254.0,in
GIFI,8732000.0,182904398.39850712,0.0477407874083758,0.0642573827552965,581.0,677.0,1258.0,in
SUPN,97870000.0,2903008390.242195,0.0337133024930164,0.0900184966993831,712.0,547.0,1259.0,in
SGRY,348800000.0,5456805467.965976,0.0639201822472178,0.0403255641879393,455.0,806.0,1261.0,in
SIMO,107409000.0,3842901853.761063,0.0279499722052173,0.1037864381623802,777.0,484.0,1261.0,in
MNTK,17454000.0,234946621.4700055,0.0742892146769102,0.0303574223845551,395.0,867.0,1262.0,in
NAGE,7726000.0,482469346.9296317,0.0160134525626699,0.1436620242101935,908.0,356.0,1264.0,in
PAHC,101242000.0,2291753175.8098755,0.0441766596283748,0.0691800778431329,618.0,649.0,1267.0,in
SGA,4918000.0,55175965.5596447,0.0891330119938488,0.019130678326085,314.0,954.0,1268.0,in
BOSC,1497000.0,28928819.29206848,0.0517477047675581,0.0537059625457415,532.0,737.0,1269.0,in
SLNG,5084000.0,82365688.9824295,0.0617247310477125,0.0403188072485031,464.0,807.0,1271.0,in
LMAT,57080000.0,2060026997.5,0.027708374729686,0.1014254288547171,780.0,496.0,1276.0,in
ZEUS,47766000.0,802918862.6975937,0.0594904444510357,0.0414408786861351,479.0,798.0,1277.0,in
FRD,10646000.0,184841470.944767,0.0575953001541583,0.0429985055939254,487.0,791.0,1278.0,in
PANL,51945695.0,760735407.1219535,0.0682835247494567,0.0332144891608715,429.0,850.0,1279.0,in
WMT,29037000000.0,949776788204.3242,0.0305724464533379,0.0955343600609324,762.0,519.0,1281.0,in
ZM,813295000.0,24642488781.29721,0.0330037687028293,0.0858675846766436,723.0,560.0,1283.0,in
CPHC,4749848.0,68202613.87419128,0.0696431959156539,0.0315983034454375,422.0,863.0,1285.0,in
ARHS,85803000.0,1833937691.8896863,0.0467862132827363,0.0593877873077924,587.0,702.0,1289.0,in
IRDM,200918000.0,3607409542.0,0.0556959218688012,0.0438417465650374,500.0,789.0,1289.0,in
CVLT,81469000.0,5420581574.472046,0.0150295681156564,0.140069184401187,925.0,365.0,1290.0,in
SABR,229183000.0,4934127292.962957,0.0464485381896937,0.060170706349373,593.0,697.0,1290.0,in
DSY,664411.0,30451902.94952154,0.0218183737515963,0.1099928250901333,838.0,458.0,1296.0,in
HPAI,2509027.0,157009421.24726868,0.0159801047610297,0.1334874762801585,909.0,387.0,1296.0,in
KDP,2649000000.0,53785390156.25,0.0492512928195646,0.0538556935775713,560.0,736.0,1296.0,in
STKS,44362000.0,677517847.0801702,0.0654772419519019,0.032509589017003,442.0,855.0,1297.0,in
GLIBA,146000000.0,2263166312.6577377,0.0645113879538731,0.0336405529953917,451.0,846.5,1297.5,in
ZD,107182000.0,1745120200.7669067,0.0614181189083124,0.035704696555717,467.0,831.0,1298.0,in
VNOM,577783000.0,12753862557.080124,0.0453025895029151,0.0598246562077776,603.0,698.0,1301.0,in
ERII,22200000.0,729659329.4829311,0.0304251574714077,0.0908038595730582,765.0,538.0,1303.0,in
SPSC,88883000.0,3283697949.794182,0.0270679585512946,0.0955438387160923,785.0,518.0,1303.0,in
MATW,79104000.0,1552085265.3637085,0.0509662721277513,0.0488251991948878,543.0,764.0,1307.0,in
PENG,56206000.0,1047387731.6299782,0.0536630307026132,0.0434106635175412,520.0,790.0,1310.0,in
MPWR,539358000.0,45267804378.723145,0.0119148257222192,0.1400321366845004,948.0,366.0,1314.0,in
JBHT,838536000.0,21160349366.21912,0.0396277011068001,0.0678206109028052,656.0,659.0,1315.0,in
CDRO,4331000.0,323340393.3973527,0.0133945528874199,0.1353902904123292,938.0,379.0,1317.0,in
SBAC,1200105000.0,34899012264.87732,0.0343879359934721,0.0749493574029621,706.0,613.0,1319.0,in
CHEF,128207000.0,3250193567.278656,0.0394459583240594,0.0674596513862938,659.0,661.0,1320.0,in
SHC,278565000.0,7414356648.453533,0.0375710278326174,0.0706105743115047,678.0,642.0,1320.0,in
AMZN,71020000000.0,2634449553518.0,0.0269581931850473,0.0917252272788914,788.0,533.0,1321.0,in
JJSF,87922000.0,1803970280.6277463,0.04873805347248,0.0503122700320338,567.0,754.0,1321.0,in
ARTNA,36488000.0,508770880.0,0.0717179410897101,0.0239385973141901,410.0,913.0,1323.0,in
AHMA,1047418.0,159613060.8347969,0.006562232404553,0.1584201574010466,1001.0,323.0,1324.0,in
KE,40974000.0,754525568.4439888,0.0543043227607225,0.0400310681888125,516.0,809.0,1325.0,in
LIVN,151380000.0,3776524304.7185593,0.0400844765677422,0.0649320289736338,652.0,673.0,1325.0,in
HST,936000000.0,17481096199.144814,0.0535435529521192,0.0404914345042394,522.0,805.0,1327.0,in
GT,677000000.0,10577202706.47469,0.0640055805667394,0.0298764342453662,454.0,875.0,1329.0,in
MDIA,10155000.0,161655068.35225344,0.0628189397555529,0.0299337654643049,460.0,874.0,1334.0,in
GLIBK,146000000.0,2568831652.4456367,0.056835176357704,0.0336405529953917,493.0,846.5,1339.5,in
PRAA,198336000.0,3917074718.481308,0.0506337035298874,0.0425647986694208,546.0,794.0,1340.0,in
CODA,3672513.0,90085305.99377155,0.0407670591722685,0.0603201458439878,647.0,696.0,1343.0,in
DRS,285000000.0,9759799387.83622,0.0292014198934457,0.081242873432155,767.0,578.0,1345.0,in
VECO,79879000.0,2162702648.6887894,0.036934804721504,0.0665887509617893,684.0,667.0,1351.0,in
GSM,52524000.0,975210878.78899,0.0538591202604547,0.0347604182315494,518.0,835.0,1353.0,in
MU,10131000000.0,387802655833.4233,0.0261241119616046,0.0853711974382742,795.0,564.0,1359.0,in
PRGS,126276000.0,3290843603.1718826,0.0383719238064941,0.0596637500053154,668.0,699.0,1367.0,in
ACAD,84279000.0,4371371435.047548,0.0192797617983893,0.0998954570022473,863.0,505.0,1368.0,in
STGW,130040000.0,2779999452.9949417,0.0467769876213125,0.0459013685342659,588.0,781.0,1369.0,in
HOOD,1056000000.0,108309123104.57266,0.0097498711994965,0.1284359036730722,969.0,403.0,1372.0,in
ANGI,40246000.0,646620173.9417686,0.0622405573192406,0.0239756323791969,462.0,912.0,1374.0,in
CTLP,24950000.0,776304539.1270018,0.0321394488148397,0.0720427809957207,739.0,635.0,1374.0,in
MMYT,132827000.0,7642986440.013428,0.0173789396386481,0.1039228373304457,891.0,483.0,1374.0,in
NDAQ,1847000000.0,66885043172.34206,0.0276145444840463,0.0787263969992753,781.0,594.0,1375.0,in
BYRN,6671000.0,376459614.9867344,0.0177203602575938,0.1026165607838914,886.0,490.0,1376.0,in
MCW,182155000.0,3702112614.278709,0.0492029873152547,0.0391367253332599,561.0,815.0,1376.0,in
HUBG,147010000.0,3166368564.6441,0.0464285811959871,0.0450471292681932,594.0,783.0,1377.0,in
SHLS,51690000.0,1597952640.6614456,0.0323476420293681,0.0698145571928308,732.0,646.0,1378.0,in
GILT,29702000.0,956585706.4732704,0.0310500144409485,0.0732113718936559,751.0,629.0,1380.0,in
NEXT,299650000.0,5248636063.109314,0.0570910225813001,0.0272531482320242,491.0,892.0,1383.0,in
WLDN,34480000.0,1719353027.2839203,0.0200540548990502,0.0929994201022238,856.0,527.0,1383.0,in
HQI,5069000.0,155567997.31063843,0.0325838224289679,0.0684389598466232,729.0,655.0,1384.0,in
RGS,21788000.0,396317346.7453289,0.0549761452001262,0.0295544718976146,506.0,878.0,1384.0,in
MAMA,5199000.0,515196023.9080162,0.0100913045884225,0.1214719626168224,966.0,422.0,1388.0,in
APEI,33066000.0,781246209.5955658,0.042324685347424,0.0501678786600658,633.0,756.0,1389.0,in
BIYA,66727.0,4064918.414539814,0.0164153356095227,0.103410387066379,902.0,487.0,1389.0,in
XP,5765492000.0,118260431747.1676,0.0487525025473119,0.0379110504194458,566.0,823.0,1389.0,in
DOCU,249491000.0,13408778460.68161,0.0186065420300275,0.0963361964943171,875.0,515.0,1390.0,in
PODD,342900000.0,21498035641.162266,0.0159502945163719,0.1044662442115525,911.0,479.0,1390.0,in
III,11064000.0,322341637.8533006,0.0343238313042117,0.062252780950559,707.0,689.0,1396.0,in
AXON,388602000.0,49590219940.55493,0.0078362628854202,0.1258180070996476,987.0,413.0,1400.0,in
AMRX,203582000.0,6651039391.151962,0.0306090504095991,0.0703130207673155,761.0,644.0,1405.0,in
INVA,59597000.0,1607118539.9331207,0.0370831388719341,0.0558053605807046,682.0,723.0,1405.0,in
PLAY,195000000.0,3702243575.12126,0.0526707646440072,0.0298397833172657,528.0,877.0,1405.0,in
JRSH,1870951.0,31035710.509955406,0.0602838140083775,0.0210146939464381,472.0,935.0,1407.0,in
CASY,796400000.0,23893199895.15735,0.0333316593631066,0.0615612232317091,717.0,692.0,1409.0,in
SBUX,3049900000.0,121966901776.12305,0.0250059643689093,0.0769817130885823,807.0,602.0,1409.0,in
MMSI,181212000.0,5851901319.669739,0.0309663458252277,0.0682820661417987,753.0,657.0,1410.0,in
DGII,56236000.0,1759608988.6156769,0.0319593729992491,0.0655975588133742,740.0,671.0,1411.0,in
AMKR,495961000.0,13198368300.3898,0.0375774481142,0.0540561013483371,677.0,735.0,1412.0,in
CELH,155728000.0,12364757187.314917,0.0125945053057541,0.1053081450705444,941.0,476.0,1417.0,in
BELFA,65886000.0,2505264122.780884,0.026299023484544,0.0736383510445679,793.0,624.5,1417.5,in
AKAM,614130000.0,16802934642.564186,0.036548972727914,0.0544476677615069,688.0,730.0,1418.0,in
HIT,1384000.0,87395150.91773891,0.0158361188860775,0.0999726664328192,914.0,504.0,1418.0,in
NTNX,220026000.0,15114803498.382706,0.0145569871301034,0.1024810048286137,929.0,491.0,1420.0,in
PERI,15482000.0,255010246.2305174,0.0607112860320325,0.0197776957362088,470.0,950.0,1420.0,in
INDV,55000000.0,4543126716.391144,0.0121061998560519,0.1059730250481695,947.0,474.0,1421.0,in
BELFB,65886000.0,2541900704.435211,0.0259199739333009,0.0736383510445679,799.0,624.5,1423.5,in
XBP,2700000.0,119303556.55657578,0.0226313454345312,0.0763639449048279,827.0,605.0,1432.0,in
EXC,4581000000.0,89711355507.28014,0.0510637697323417,0.0259760142893595,541.0,898.0,1439.0,in
ENSG,394380000.0,11842496074.375854,0.0333021009695192,0.0557163509646947,720.0,724.0,1444.0,in
MSEX,64025000.0,1306331800.4024506,0.0490112848667355,0.0287074410225184,564.0,880.0,1444.0,in
LAMR,539179000.0,17390791041.85437,0.031003707577324,0.0614627892836273,752.0,693.0,1445.0,in
MKSI,522000000.0,16372791108.273989,0.0318821633127785,0.0591568449682683,742.0,705.0,1447.0,in
KRYS,103195000.0,6806514614.440552,0.0151612103764625,0.0925274210945842,921.0,530.0,1451.0,in
PANW,1597600000.0,130693840191.90094,0.0122239885036219,0.0978771634247204,944.0,509.0,1453.0,in
COO,666500000.0,19074768859.15834,0.0349414456825774,0.0498727925770727,699.0,758.0,1457.0,in
MGEE,164095000.0,3628469177.4101257,0.0452243058923061,0.0328864698816091,606.0,852.0,1458.0,in
NTIC,3631322.0,88760007.6900425,0.0409116909124308,0.0384193072581591,645.0,819.0,1464.0,in
TGTX,49622000.0,4890586767.56477,0.0101464307573687,0.1004164626175221,964.0,500.0,1464.0,in
VTSI,1996331.0,41519772.34891605,0.0480814534151008,0.0275552539273908,576.0,889.0,1465.0,in
BBGI,13936018.0,282582544.8896761,0.0493166271308116,0.0241754060837601,558.0,909.0,1467.0,in
HSTM,21287000.0,632847116.75,0.033636876010939,0.0502921323892483,713.0,755.0,1468.0,in
EVRG,1471100000.0,30740328073.23047,0.0478557026618422,0.0274712141413915,580.0,890.0,1470.0,in
JCSE,798000.0,16428597.749171255,0.0485738352221969,0.0259638848218643,571.0,899.0,1470.0,in
CAKE,181154000.0,4597734124.552383,0.0394007124145388,0.0396271303897394,660.0,811.0,1471.0,in
REG,598863000.0,17839880220.56864,0.0335687791955876,0.0488273854658415,714.0,763.0,1477.0,in
SWBI,23867000.0,547342634.3526983,0.0436052273330136,0.0324447404910143,622.0,856.0,1478.0,in
SHOP,1302000000.0,216697291463.53665,0.006008381513246,0.1075322101090188,1008.0,471.0,1479.0,in
ARWR,140894000.0,9359716862.73285,0.0150532331336849,0.0871753369293917,924.0,557.0,1481.0,in
NWE,346345000.0,7219338889.580124,0.0479746144761107,0.0254785358903113,578.0,904.0,1482.0,in
ROAD,224897000.0,7776485779.644424,0.0289201326116593,0.0578701791683617,770.0,712.0,1482.0,in
MLAB,17820000.0,639505855.7394562,0.0278652647822823,0.0590617729137804,778.0,707.0,1485.0,in
ENTG,537269000.0,18558110768.67676,0.0289506300882106,0.0561067051746775,769.0,719.0,1488.0,in
CRWS,2575000.0,60668207.17776704,0.0424439771634401,0.0322722145632284,631.0,858.0,1489.0,in
YORW,30579000.0,661118493.0910492,0.0462534331130692,0.0266431418676076,595.0,894.0,1489.0,in
CVGW,12544000.0,354342246.2942009,0.0354008028429809,0.0417534866691076,694.0,796.0,1490.0,in
UPWK,65206000.0,2829535318.8766327,0.0230447733113604,0.0666055150829223,825.0,666.0,1491.0,in
RSVR,31755442.0,854545976.7950196,0.0371606009065761,0.039416125167437,681.0,813.0,1494.0,in
HTO,174327000.0,3627435112.670269,0.0480579237354496,0.0222251885214927,577.0,927.0,1504.0,in
AEP,4705700000.0,106419597427.599,0.0442183593412054,0.027190456269458,617.0,893.0,1510.0,in
RDVT,7920000.0,711206354.3216629,0.0111360084901856,0.0873497297893459,954.0,556.0,1510.0,in
KMDA,13994000.0,386627107.9319024,0.0361950823232622,0.0379520947690438,690.0,822.0,1512.0,in
LZMH,5568000.0,239388900.72512627,0.0232592237281433,0.0617630420072988,823.0,691.0,1514.0,in
GMGI,4729806.0,105942297.81338692,0.0446451143464092,0.0255331517821189,614.0,903.0,1517.0,in
RPD,52418000.0,1640162114.8789597,0.0319590359541186,0.0475257040274176,741.0,776.0,1517.0,in
NCEW,492865.0,21878196.0,0.0225276800701483,0.0621784647401369,830.0,690.0,1520.0,in
TATT,12025000.0,679354320.8672142,0.0177006307763668,0.0711134503477314,887.0,638.0,1525.0,in
OPTX,1912026.0,115681926.46049356,0.0165283035864117,0.0727985293069491,899.0,630.0,1529.0,in
BWEN,4304000.0,108347618.07135676,0.0397239927984888,0.0298586155703245,655.0,876.0,1531.0,in
GLBS,6456000.0,126105912.6814406,0.0511950618549398,0.0117085910154337,539.0,994.0,1533.0,in
KALU,107200000.0,3047228163.4575653,0.0351795120843083,0.0345538937596699,697.0,839.0,1536.0,in
ARKO,124617000.0,2822256004.931169,0.0441551013736045,0.0227945737291975,619.0,918.0,1537.0,in
TRNS,19124000.0,617873677.9795837,0.0309513104078725,0.0449369557350778,755.0,784.0,1539.0,in
ADI,3029828000.0,149579999642.99744,0.020255568974671,0.0630391938581275,854.0,686.0,1540.0,in
ONEG,1688000.0,60620998.931884766,0.0278451366645521,0.0489573363496621,779.0,762.0,1541.0,in
SPCB,2069000.0,67300128.7360611,0.030742883243422,0.0449362552396672,758.0,785.0,1543.0,in
RICK,19287000.0,449797493.6087265,0.0428792962923389,0.0228900820325851,629.0,917.0,1546.0,in
PNTG,38323000.0,1248603494.803543,0.0306926900008635,0.0429773141954215,759.0,792.0,1551.0,in
HLMN,85793000.0,2620158522.995367,0.0327434387068769,0.036007311171781,727.0,830.0,1557.0,in
LFUS,190580000.0,6983888505.375671,0.027288522698108,0.0475599509177712,783.0,775.0,1558.0,in
LOVE,13648000.0,321907517.6888199,0.0423972701786765,0.0222686333376843,632.0,926.0,1558.0,in
ALNT,30154000.0,1178807329.0,0.0255800920626953,0.0496086944361728,801.0,759.0,1560.0,in
INCY,318910000.0,20063116210.797066,0.0158953373269291,0.069378198089973,912.0,648.0,1560.0,in
FIVE,323817000.0,12714911855.515211,0.0254674986094804,0.0494271302539517,803.0,760.0,1563.0,in
MBUU,22146000.0,580963514.7672234,0.03811943338451,0.0264954064339834,671.0,895.0,1566.0,in
FOXF,55954000.0,1416288870.6208096,0.0395074770131275,0.0240875579330004,657.0,911.0,1568.0,in
LNT,1025000000.0,26930667917.1672,0.0380606973118035,0.026485788113695,673.0,896.0,1569.0,in
FORM,79830000.0,4710371418.465363,0.0169477081333871,0.06398280326911,892.0,679.0,1571.0,in
NMRK,163042000.0,6263023002.262215,0.0260324766396529,0.0453287041387512,796.0,782.0,1578.0,in
BRKR,254800000.0,10116299788.411837,0.0251870748523953,0.0477135687801954,805.0,774.0,1579.0,in
DNUT,79835000.0,2053665039.2074585,0.0388744018502694,0.0227653409055264,663.0,919.0,1582.0,in
CACC,325100000.0,11185042213.06366,0.0290656033126363,0.0385358510247383,768.0,818.0,1586.0,in
AGYS,27164000.0,3311574485.782196,0.0082027446813064,0.0760517165110953,983.0,607.0,1590.0,in
CGNX,115065000.0,6240278880.457836,0.0184390797597747,0.0578436700228881,877.0,713.0,1590.0,in
SNBR,22872000.0,1098245995.6531525,0.0208259352554228,0.052098685004772,847.0,744.0,1591.0,in
WSC,263915000.0,7722560809.486509,0.0341745447540928,0.0279048468143759,708.0,885.0,1593.0,in
MAMO,2515334.0,161946250.4757619,0.0155319063739389,0.0641003365547099,918.0,678.0,1596.0,in
DRH,115307000.0,2935066370.818245,0.0392859940567049,0.0209625727168953,661.0,936.0,1597.0,in
ENPH,129064000.0,5478608125.501537,0.0235578083052225,0.0467332629423155,819.0,778.0,1597.0,in
LCUT,12466000.0,334493552.29529667,0.0372682818979864,0.0223730991570155,680.0,923.0,1603.0,in
XEL,2716000000.0,73341542901.15445,0.0370322179294819,0.0222926276737199,683.0,925.0,1608.0,in
DTI,6353000.0,169774554.430228,0.03742021306621,0.0219251927470509,679.0,930.0,1609.0,in
HQY,176668000.0,9267267874.747986,0.0190636552636398,0.0529159831321093,866.0,743.0,1609.0,in
KHC,1768000000.0,45770915143.70726,0.0386271498930925,0.0200485337808722,664.0,946.0,1610.0,in
ESLT,474412000.0,31660840316.96826,0.0149841885196503,0.0635561811578641,927.0,684.0,1611.0,in
BON,1019194.0,24611567.17797947,0.0414111784361256,0.0168553252052547,637.0,975.0,1612.0,in
TOYO,8860036.0,284673334.94518185,0.0311235191792941,0.0315940625341235,749.0,864.0,1613.0,in
GWRS,13960000.0,357795233.49347115,0.0390167299426998,0.0187529805283343,662.0,959.0,1621.0,in
LSCC,60677000.0,11244030093.930649,0.0053963747422512,0.0748046882223638,1011.0,614.0,1625.0,in
SLP,6492000.0,352346644.53881264,0.0184250371065613,0.0513209695014941,878.0,748.0,1626.0,in
ESPR,7506000.0,1063186857.412184,0.0070599066830733,0.0726234821730927,996.0,631.0,1627.0,in
EGAN,4433000.0,235076591.25575924,0.0188576836864925,0.0492260199435894,870.0,761.0,1631.0,in
ECPG,141567000.0,4776974133.774185,0.0296352871159783,0.0301535505775452,766.0,869.0,1635.0,in
TSEM,221456000.0,13652281553.405304,0.0162211714674725,0.0541468200943931,903.0,733.0,1636.0,in
VALU,5985000.0,313734742.7472191,0.0190766248825116,0.0481283422459893,865.0,771.0,1636.0,in
TRS,49600000.0,1828548950.6579628,0.0271253334411159,0.0325484946321232,784.0,853.0,1637.0,in
SRAD,100022000.0,5931103843.664761,0.0168639772016194,0.0503370076299151,894.0,753.0,1647.0,in
AVNW,9634000.0,308520313.6971054,0.0312264689626185,0.0259211227284712,748.0,900.0,1648.0,in
VSEC,81419000.0,5023979390.552444,0.0162060776270515,0.0511526128236187,906.0,749.0,1655.0,in
CSTL,22141000.0,1091986459.8053436,0.0202758924354674,0.0406593346053339,853.0,803.0,1656.0,in
DSGR,54609000.0,2100571002.6156044,0.02599721691483,0.0317890440176592,797.0,862.0,1659.0,in
PECO,165396000.0,7099935705.753326,0.0232954222199468,0.034129142101791,822.0,841.0,1663.0,in
SYPR,1710000.0,64427026.55889273,0.0265416563720644,0.0300194863332338,790.0,873.0,1663.0,in
OPAL,22825000.0,659048726.6362562,0.0346332510442701,0.0183475102850556,704.0,963.0,1667.0,in
COMM,277600000.0,12628612282.92825,0.021981829339655,0.0353180661577608,835.0,833.0,1668.0,in
MGNI,53516000.0,2538878089.6053734,0.0210786016938364,0.0362122363471627,845.0,829.0,1674.0,in
GO,84140000.0,2490772315.892744,0.0337806870034375,0.018333958701309,711.0,964.0,1675.0,in
CECO,30711000.0,2305427456.901272,0.0133211738708441,0.0535082385368734,939.0,739.0,1678.0,in
TSLA,9340000000.0,1432275659014.9836,0.006521091063171,0.0645223686755643,1002.0,676.0,1678.0,in
WDAY,752000000.0,58193379837.03613,0.0129224321066397,0.0536989431590974,940.0,738.0,1678.0,in
DVAX,37649000.0,1968052754.372372,0.0191300766284624,0.0388843158295902,864.0,817.0,1681.0,in
DIOD,65016000.0,2279792355.647412,0.0285183867026069,0.0241251766270467,772.0,910.0,1682.0,in
ARTW,463905.0,16530179.956427574,0.0280641227877023,0.0233727732244718,776.0,916.0,1692.0,in
CBRL,58215000.0,1772520929.6465015,0.0328430536566978,0.0175911155725565,725.0,970.0,1695.0,in
FORR,5648000.0,172197277.08816528,0.0327995894912334,0.0166785278718635,726.0,977.0,1703.0,in
EPSM,409359.0,28639887.08786106,0.0142933175240591,0.0480289610555697,932.0,772.0,1704.0,in
SNPS,1839871000.0,110833461993.62732,0.0166003205792289,0.0400837521580296,897.0,808.0,1705.0,in
OPK,37103000.0,1152052593.515154,0.032205994942289,0.0174090077527163,735.0,971.0,1706.0,in
WERN,81694000.0,2538775723.25,0.0321785021228341,0.0176417337764029,738.0,968.0,1706.0,in
LMRI,56834000.0,2919117724.7521324,0.0194695813457903,0.0334548091656076,860.0,848.0,1708.0,in
CLFD,8667000.0,407142174.75167847,0.0212874040997745,0.0301280625156428,844.0,870.0,1714.0,in
IMTX,22232000.0,1098643097.8165169,0.020235870997765,0.0321331577707405,855.0,859.0,1714.0,in
MYRG,53018000.0,3777435113.713684,0.0140354495587554,0.0462621931480158,934.0,780.0,1714.0,in
TTMI,131464000.0,7763022312.034035,0.0169346415243722,0.0363999934655887,893.0,828.0,1721.0,in
CCC,108922000.0,5921558294.282359,0.0183941446806613,0.0337197577992534,879.0,845.0,1724.0,in
AFRM,486915000.0,33911467643.204803,0.0143584171915829,0.0420966730819824,931.0,795.0,1726.0,in
UFG,274526.0,38173470.69086647,0.0071915389151577,0.0541796585208834,994.0,732.0,1726.0,in
ASTE,24600000.0,1087321398.9446106,0.0226244052806075,0.0257915705598658,828.0,901.0,1729.0,in
TMDX,50189000.0,4872746738.758469,0.0102999401961095,0.0484162861007086,960.0,769.0,1729.0,in
ATRO,26466000.0,2259985298.25,0.0117106956494335,0.0443384910237423,949.0,786.0,1735.0,in
VIAV,66200000.0,4406807013.124657,0.0150222144520598,0.0396383450092808,926.0,810.0,1736.0,in
USIO,732086.0,33494066.68978608,0.0218571846405037,0.0256912052490371,837.0,902.0,1739.0,in
LINC,17276000.0,907617919.20755,0.0190344412934066,0.0281985322921835,867.0,883.0,1750.0,in
MRTN,28249000.0,995498684.7195148,0.0283767326201533,0.0165738789940795,774.0,978.0,1752.0,in
RDNT,124711000.0,6971278356.796814,0.0178892584139048,0.0301124541803482,883.0,871.0,1754.0,in
PGY,39142000.0,2444100500.6023407,0.0160148897274697,0.0334424672000328,907.0,849.0,1756.0,in
TLF,628000.0,20100143.77530098,0.0312435576093582,0.0071611019886881,746.0,1015.0,1761.0,in
ESOA,4074182.0,198182436.7368641,0.0205577349188085,0.0235841906475159,851.0,914.0,1765.0,in
CMCO,26921000.0,1025355604.5646228,0.0262552814654296,0.0169631003262061,794.0,974.0,1768.0,in
FNKO,10069000.0,416705053.0720699,0.0241633738918413,0.0189031338763908,813.0,956.0,1769.0,in
TECH,106972000.0,10417488675.552628,0.0102685016832356,0.0396025821718779,962.0,812.0,1774.0,in
WFF,139975.0,10440486.684096811,0.0134069420550301,0.0343662733971776,937.0,840.0,1777.0,in
DTST,671111.0,37770001.45415878,0.0177683604490861,0.026063472038753,885.0,897.0,1782.0,in
BAER,7385000.0,292083248.3867035,0.0252838875244999,0.0160924575642874,804.0,979.0,1783.0,in
FWRG,40666000.0,1706978601.25,0.0238233800764817,0.01795446437717,817.0,966.0,1783.0,in
AIRT,3618000.0,174533160.0,0.0207295851401533,0.0207527905562757,848.0,937.0,1785.0,in
FRPT,59785000.0,3184991462.6948776,0.0187708509426944,0.0234792488368375,871.0,915.0,1786.0,in
SORA,232190.0,76495485.52984619,0.003035342522395,0.0504738595231558,1037.0,752.0,1789.0,in
WAY,123725000.0,7524617573.825188,0.0164426960953317,0.0275622966939501,901.0,888.0,1789.0,in
DDOG,211008000.0,50195823660.69428,0.0042036963359011,0.0488206217891825,1024.0,766.0,1790.0,in
PLTR,310403000.0,431163391431.0309,0.0007199196549822,0.0555755487137177,1066.0,726.0,1792.0,in
QRVO,144227000.0,8078434775.429138,0.017853334712644,0.0242323219492984,884.0,908.0,1792.0,in
CXDO,1931000.0,186749913.86925888,0.0103400315426751,0.0352829395749968,959.0,834.0,1793.0,in
RDCM,3087000.0,197436244.0,0.0156354271002035,0.0288599074463609,916.0,879.0,1795.0,in
ENLT,183791000.0,9277323268.546255,0.0198107788938565,0.0207322567523574,858.0,938.0,1796.0,in
TBLA,25917000.0,1203497546.6389277,0.0215347343851093,0.0190361817460667,841.0,955.0,1796.0,in
ASLE,9744000.0,416666288.619844,0.0233856212180635,0.0146079072194004,821.0,981.0,1802.0,in
FTAI,235890000.0,28007485443.59436,0.008422391238052,0.0380603162996382,982.0,820.0,1802.0,in
RIOT,112130000.0,6012796900.419823,0.0186485593737867,0.0218564344325484,873.0,931.0,1804.0,in
EQIX,1432000000.0,92126397672.33948,0.015543861870005,0.027326158308526,917.0,891.0,1808.0,in
RGP,2752000.0,115125902.74312688,0.0239042642396504,0.0107390931085616,816.0,995.0,1811.0,in
AEIS,77482000.0,8419700501.219818,0.009202465098227,0.0347518210820777,977.0,836.0,1813.0,in
FYBR,458000000.0,20378918665.58838,0.0224742052076283,0.0134693997588448,832.0,986.0,1818.0,in
RMTI,774000.0,35363203.61254132,0.0218871572971829,0.0139557526910802,836.0,984.0,1820.0,in
CRDO,37997000.0,25248779379.0,0.0015049044323941,0.0486884474975365,1056.0,767.0,1823.0,in
IIIV,13183000.0,826230368.0339775,0.0159555984747559,0.0227497066335335,910.0,920.0,1830.0,in
STKL,16303000.0,820380376.8751144,0.0198724889813908,0.0171899498419975,857.0,973.0,1830.0,in
GILD,1667000000.0,171014338235.6289,0.0097477206718372,0.0318099417994466,970.0,861.0,1831.0,in
DXLG,5035000.0,222997902.7121773,0.0225786876861288,0.0097139825399122,829.0,1004.0,1833.0,in
EXTR,20201000.0,2149913169.4447174,0.00939619343102,0.0311568810112837,974.0,865.0,1839.0,in
RELL,2627000.0,135653501.3829193,0.0193655156204525,0.0146204363312555,862.0,980.0,1842.0,in
LIND,20647000.0,1273261104.7795525,0.0162158412932709,0.0205885080486338,905.0,939.0,1844.0,in
DUOL,62595000.0,7418748180.174698,0.0084374072929546,0.0305710851599713,981.0,866.0,1847.0,in
AVAV,41852000.0,15925838833.93161,0.0026279306500848,0.0405940315561077,1046.0,804.0,1850.0,in
IART,52395000.0,2762714871.929392,0.0189650407041132,0.014295797916707,868.0,983.0,1851.0,in
PRCH,11824000.0,1205711427.5020094,0.0098066583183149,0.0279954729918504,968.0,884.0,1852.0,in
