Ticker,EBIT,EV,EY,ROC,rank_EY,rank_ROC,score,out_in
CPRX,195124000.0,2278204348.2427616,0.0856481553775034,0.2657217523222259,329.0,176.0,505.0,in
ELOG,2514736.0,18990893.573015213,0.1324179923567826,0.1685269121167553,207.0,300.0,507.0,in
FMFC,810967.0,11760751.02617836,0.0689553752302775,0.7261393957844594,426.0,83.0,509.0,in
HCKT,44588000.0,540027171.159668,0.0825662158891942,0.2755134827850417,343.0,169.0,512.0,in
IPAR,276216000.0,2810219049.3969727,0.0982898468570524,0.2197055384541962,287.0,230.0,517.0,in
PNRG,72719000.0,280144842.0944214,0.259576437161354,0.1273974954625405,111.0,406.0,517.0,in
TROW,2476600000.0,20918715652.0,0.1183915896750198,0.1739771833202203,233.0,288.0,521.0,in
DHIL,43891791.0,425450011.465271,0.1031655654417177,0.2028202762260626,273.0,249.0,522.0,in
VIRC,28773000.0,117238801.48256113,0.2454221608899668,0.1252677498563293,114.0,416.0,530.0,in
GEG,19793000.0,110118511.75216292,0.1797427125109255,0.1356372407932788,153.0,378.0,531.0,in
GIII,288701000.0,1342866976.2070656,0.2149885320848662,0.1256728720787797,124.0,414.0,538.0,in
LEGH,76727000.0,476905481.77064514,0.1608851290933573,0.1382680230305542,171.0,367.0,538.0,in
SEIC,747320000.0,10010673352.201622,0.0746523209485847,0.2998105222533048,389.0,149.0,538.0,in
OPXS,7132000.0,87797237.89103127,0.0812326238423561,0.2491702477028962,350.0,195.0,545.0,in
ESEA,123396381.0,522212978.6403656,0.2362951248765876,0.1192972200769818,117.0,430.0,547.0,in
SRTS,8090000.0,50717760.23501825,0.1595101984494621,0.1374494546195929,175.0,373.0,548.0,in
CRNT,33227000.0,201756138.42080283,0.1646889173240342,0.1345146428947347,167.0,383.0,550.0,in
HUT,481704000.0,6513765375.5555725,0.0739516964807647,0.2997201929592161,400.0,150.0,550.0,in
INMD,112531000.0,913960836.3408984,0.1231245317365295,0.1548158542793071,220.0,331.0,551.0,in
LSE,8232052.0,77759211.74125814,0.1058659394258258,0.1741373818072727,264.0,287.0,551.0,in
PDEX,12887000.0,147489403.20293427,0.0873757688358699,0.219066075101569,321.0,231.0,552.0,in
AFYA,1042743000.0,3606485039.3208265,0.2891299946155798,0.1134644063222759,107.0,447.0,554.0,in
PPC,1573444000.0,10247920073.732544,0.1535378875595497,0.1369159036679888,180.0,375.0,555.0,in
INLF,1817631.0,12161042.702596664,0.1494634172785112,0.1366244768618037,185.0,376.0,561.0,in
CRCT,89203000.0,826278996.4902,0.1079574821324385,0.1648351242227416,257.0,310.0,567.0,in
WEYS,39851000.0,227892408.4921265,0.1748676064449809,0.1263078156744541,159.0,408.0,567.0,in
TRMD,679800000.0,3228423976.3656387,0.2105671389435278,0.1127943055302062,128.0,448.0,576.0,in
JAKK,40827000.0,192594997.85817143,0.2119836987150898,0.112055881101703,127.0,450.0,577.0,in
OFLX,21571000.0,259033186.03040692,0.0832750441384288,0.2092301424871722,341.0,241.0,582.0,in
LHSW,3259673.0,45387719.04959106,0.0718183920288756,0.265726167963285,409.0,175.0,584.0,in
DXST,2484124.0,42826461.3085146,0.0580044188592839,0.4613473716584164,485.0,101.0,586.0,in
HNNA,15913000.0,45253946.152630806,0.3516378427271123,0.1022384128085527,97.0,492.0,589.0,in
IDCC,474837000.0,7939048375.503204,0.0598103169978358,0.4152556972962384,478.0,111.0,589.0,in
VCTR,451192000.0,5247505344.262009,0.0859821897072225,0.1910519050482296,328.0,262.0,590.0,in
TH,115056000.0,820207615.3159904,0.1402766785525076,0.1317799269721862,197.0,394.0,591.0,in
CHCI,10287000.0,99068196.47406672,0.1038375620645607,0.1588431487600753,271.0,322.0,593.0,in
MTCH,864127000.0,10724865840.036026,0.0805722899371109,0.2120817798703595,357.0,237.0,594.0,in
HMR,3823563.0,37631274.38097769,0.1016059929645322,0.1603509184389446,277.0,318.0,595.0,in
FATN,3617648.0,34578252.358382225,0.1046220602043536,0.1551845653461368,267.0,329.0,596.0,in
NRC,35285000.0,494351462.5019665,0.0713763439100974,0.2583524312292699,412.0,185.0,597.0,in
PLTK,435700000.0,3322806577.8317394,0.1311240933814183,0.132608960311663,208.0,391.0,599.0,in
QCOM,13327000000.0,203716012634.2773,0.0654195015289514,0.291689465735735,443.0,157.0,600.0,in
ACLS,235736000.0,2802771311.448708,0.0841081821542378,0.1901081442891589,337.0,265.0,602.0,in
PYPL,5711000000.0,59217188872.979065,0.0964415925289885,0.1643784359439311,291.0,312.0,603.0,in
TIGR,142567165.0,1552848900.4800968,0.0918100691934175,0.1687862123445797,304.0,299.0,603.0,in
DLXY,1301000.0,16104999.922037125,0.0807823661159904,0.2022384579511892,356.0,250.0,606.0,in
RAVE,3266000.0,42341321.87085271,0.0771350504824054,0.2114874052968982,370.0,238.0,608.0,in
PRDO,202053000.0,2066489824.0000532,0.097775947238342,0.1596179338217519,290.0,320.0,610.0,in
FOX,3464000000.0,33698112364.90886,0.1027950753587965,0.1518166279528421,275.0,339.5,614.5,in
KMB,3197000000.0,38932491586.67407,0.0821165014030152,0.1874523600117267,344.0,271.0,615.0,in
PSIX,81644000.0,1566562636.815338,0.0521166521410046,0.5861187686652883,530.0,90.0,620.0,in
SBGI,699000000.0,4603470885.784654,0.1518419508546227,0.1147406434668417,183.0,440.0,623.0,in
DPZ,918085000.0,18777402465.5,0.0488930778198321,1.4434572474340914,565.0,59.0,624.0,in
MDXG,58300000.0,868191912.4344735,0.0671510517029841,0.2536216122156001,437.0,187.0,624.0,in
FOXA,3464000000.0,35423021814.70773,0.0977895115250088,0.1518166279528421,289.0,339.5,628.5,in
AMPH,220107000.0,1769650478.192707,0.1243787983629337,0.125894992844633,218.0,411.0,629.0,in
IPST,3255309.0,31068313.5,0.1047790701609857,0.1418986689468264,266.0,363.0,629.0,in
VSTA,557388000.0,1490268184.6672487,0.3740185865435053,0.0910476834530258,92.0,537.0,629.0,in
LAUR,432586000.0,5427668434.666252,0.0797001521384568,0.1880151460098296,360.0,270.0,630.0,in
PRTH,126229000.0,1322903358.4189148,0.0954181567358512,0.1525120036343162,293.0,338.0,631.0,in
VRSN,1097200000.0,24365946931.29584,0.0450300578546671,10.047619047619047,608.0,23.0,631.0,in
LIVE,43954000.0,264913401.87825584,0.1659183706387176,0.1082488190993138,165.0,467.0,632.0,in
ADP,5766000000.0,111551290906.1123,0.0516892270198198,0.4394649594146564,533.0,104.0,637.0,in
CLMB,30303000.0,487942026.9291229,0.0621036892245433,0.2696332283380492,463.0,174.0,637.0,in
SAMG,20416000.0,85509565.53792953,0.238756914171714,0.094452052259521,116.0,521.0,637.0,in
VC,313000000.0,2568701070.574005,0.121851469439399,0.1253002401921537,223.0,415.0,638.0,in
CRUS,445812000.0,5749074101.0939865,0.0775450084936575,0.1843361492975112,366.0,275.0,641.0,in
SHOO,237996000.0,3162192877.416229,0.0752629612506313,0.19913766919665,387.0,254.0,641.0,in
FRHC,648841000.0,9244843653.184357,0.0701840965992441,0.2214755593542934,419.0,225.0,644.0,in
TWFG,32310000.0,227971017.7497921,0.1417285421582036,0.1107253866478411,190.0,455.0,645.0,in
ROCK,154323000.0,1211709707.2906723,0.1273597125379635,0.1169655044873043,213.0,436.0,649.0,in
YIBO,7703000.0,54257850.88897151,0.1419702379248809,0.1092841131572227,188.0,462.0,650.0,in
LOPE,291319000.0,4516870771.322342,0.0644957570735889,0.2460832404844305,452.0,199.0,651.0,in
ODD,115600000.0,2155047174.0,0.053641517176366,0.332696336886699,521.0,131.0,652.0,in
HALO,575227000.0,10222658741.775513,0.056269803632327,0.2876980832364715,497.0,158.0,655.0,in
GNTX,468591277.0,5113442128.845673,0.0916391082939236,0.144778428935878,305.0,351.0,656.0,in
JVA,3308289.0,21484688.72779274,0.1539835667118776,0.1048485592014432,179.0,477.0,656.0,in
LGCL,28011000.0,43735325.98644018,0.6404662448082497,0.079867813650322,75.0,584.0,659.0,in
UFPI,552864000.0,4589614474.914368,0.1204597909087593,0.1190502748304569,228.0,431.0,659.0,in
BKNG,8587000000.0,177412171350.98145,0.0484014142581683,0.6383437407077015,574.0,86.0,660.0,in
POWL,217860000.0,3871115949.649628,0.0562783452713986,0.2809972785079516,495.0,165.0,660.0,in
JDZG,6260583.0,18610578.137134075,0.3363991679284873,0.0858565176342259,101.0,561.0,662.0,in
NUTX,129757757.0,1559093568.54187,0.0832264077141662,0.1571320204303058,342.0,325.0,667.0,in
DCGO,29678209.0,56613092.94564009,0.5242287155816946,0.0789330941097802,82.0,590.0,672.0,in
LBTYK,2413000000.0,11658491372.044914,0.206973606017839,0.0906059673022477,130.0,542.0,672.0,in
LBTYB,2413000000.0,11707182886.258698,0.2061127790898575,0.0906059673022477,132.0,542.0,674.0,in
LBTYA,2413000000.0,11716062874.135525,0.2059565594622198,0.0906059673022477,133.0,542.0,675.0,in
PTGX,252843000.0,5061156709.500793,0.0499575520997726,0.3561500083106317,552.0,124.0,676.0,in
IESC,395224000.0,7726846667.738647,0.0511494555275893,0.3203171855295448,540.0,137.0,677.0,in
NTAP,1447000000.0,21571193460.620422,0.0670802013176317,0.2077530509691313,438.0,242.0,680.0,in
PTNM,11286064.0,239851233.86981583,0.0470544337750863,0.496793989029305,585.0,95.0,680.0,in
UTMD,13594000.0,102276219.54577257,0.1329145725210948,0.1057536718944485,206.0,475.0,681.0,in
FER,4098000000.0,55107428185.94223,0.0743638405002792,0.1728530453855238,393.0,290.0,683.0,in
NXST,1403000000.0,12620433707.291445,0.1111689211749845,0.1179784729229734,248.0,435.0,683.0,in
COKE,858502000.0,10562762698.1615,0.0812762744494322,0.1527386319845514,349.0,336.0,685.0,in
FTDR,349000000.0,5057504682.337494,0.0690063622123426,0.1918636613523914,425.0,260.0,685.0,in
ADBE,7100000000.0,141865022589.11133,0.0500475724771424,0.3238164735929946,550.0,136.0,686.0,in
NCI,12908272.0,65470867.03875733,0.1971605476426421,0.0898993514115763,139.0,548.0,687.0,in
CENX,366900000.0,4495003229.221458,0.0816239680574262,0.1495110024449877,347.0,343.0,690.0,in
CDW,1649900000.0,22466008027.375565,0.0734398384434628,0.1733780290452071,403.0,289.0,692.0,in
CSBR,4846000.0,90052700.5,0.0538129336832047,0.2700323191797615,519.0,173.0,692.0,in
SOLS,749000000.0,8005653090.220337,0.0935588878957263,0.1301024839326038,297.0,396.0,693.0,in
CTSH,2992000000.0,40327982643.27322,0.0741916605763832,0.1668990907569587,396.0,305.0,701.0,in
BBSI,71000000.0,919418698.6096648,0.077222706159191,0.153108974773679,368.0,335.0,703.0,in
NEXN,47478000.0,184945875.21197036,0.2567129434251208,0.078908661205319,112.0,591.0,703.0,in
ISSC,21676668.0,344893089.6904259,0.0628503981319453,0.204373120000368,459.0,247.0,706.0,in
NSIT,390949000.0,3517954012.4205933,0.1111296505354259,0.1103735290314602,249.0,457.0,706.0,in
EXEL,689949000.0,12407913121.486595,0.055605563421074,0.2376651291926022,501.0,206.0,707.0,in
ULH,208217000.0,1239312726.684412,0.1680100555063709,0.0905827711888518,163.0,544.0,707.0,in
KEQU,17999000.0,141985804.0,0.1267661941752993,0.1016427510574256,215.0,495.0,710.0,in
MKTX,362147000.0,6018637258.68541,0.0601709298026543,0.2136815124870338,474.0,236.0,710.0,in
JBSS,81417000.0,905832219.4793624,0.0898808832907217,0.1283107181693537,310.0,404.0,714.0,in
HDSN,29301000.0,243675340.41686055,0.1202460616239384,0.103436589886153,230.0,486.0,716.0,in
SNCR,29374000.0,276841513.63158226,0.1061040290333429,0.1107926042711767,263.0,454.0,717.0,in
POOL,617204000.0,10038801871.08606,0.0614818389610499,0.1997310831910814,465.0,253.0,718.0,in
CCHH,1412876.0,13117188.361657145,0.1077118023348645,0.1088148118197274,258.0,464.0,722.0,in
EDHL,515890.0,9474549.127124786,0.0544500844396967,0.2328310301765515,513.0,210.0,723.0,in
HHS,7663000.0,35897970.62413168,0.2134661059321471,0.0781452361285322,126.0,597.0,723.0,in
IOSP,181100000.0,1704606558.6432724,0.1062415248150522,0.1079389676957921,262.0,469.0,731.0,in
MAT,741279000.0,8268557729.598999,0.0896503385767556,0.1221055728368104,311.0,420.0,731.0,in
COLL,172542000.0,2282667672.7020264,0.0755878755648033,0.1469402979990325,385.0,349.0,734.0,in
NVEC,15994149.0,307058648.8881378,0.0520882543381043,0.2422943274509008,531.0,204.0,735.0,in
MGRC,360890000.0,3210542470.5,0.1124077950427474,0.1008409795118647,245.0,497.0,742.0,in
PLAB,221839000.0,1572696421.310196,0.1410564664572635,0.0889812951521741,193.0,551.0,744.0,in
APOG,118733000.0,1001788505.8406068,0.1185210244555266,0.097300916357581,232.0,513.0,745.0,in
ASO,575098000.0,5291124116.300964,0.1086910810177804,0.1019986013497347,254.0,493.0,747.0,in
ZJYL,3638748.0,41242405.50246328,0.088228316357121,0.119833474273933,320.0,429.0,749.0,in
GCL,8434027.0,129923713.72236753,0.0649152241600988,0.1672568729137206,447.0,303.0,750.0,in
PAYX,2281300000.0,43465235457.56645,0.0524856238781255,0.2240280464691498,529.0,223.0,752.0,in
CHKP,973900000.0,19843960840.22351,0.0490779037431838,0.2502891213281591,563.0,193.0,756.0,in
SAIC,554000000.0,7253990418.302399,0.0763717578951047,0.1345313258863526,376.0,382.0,758.0,in
WINA,54080900.0,1565465645.4830933,0.0345462068465328,2.1388784521865003,705.0,53.0,758.0,in
ULTA,1578661000.0,30605303229.588013,0.0515812893000129,0.223246523309453,535.0,224.0,759.0,in
CCLD,8911000.0,126364056.97134066,0.0705184703117043,0.1473940155813222,416.0,347.0,763.0,in
PPIH,20692000.0,271282345.1876335,0.0762747755873619,0.1337193522120691,379.0,385.0,764.0,in
TLN,1349000000.0,19795686014.19107,0.06814616068536,0.1532084043157297,431.0,334.0,765.0,in
MORN,541200000.0,9417213043.190763,0.0574692318754879,0.1815071938826843,488.0,278.0,766.0,in
PZZA,156704000.0,2164415545.783661,0.072400145298006,0.1427895834605224,408.0,358.0,766.0,in
REYN,578000000.0,6487994591.2825165,0.0890876205070546,0.1115399459668081,315.0,452.0,767.0,in
WILC,54874000.0,291972178.1428242,0.1879425647643634,0.0740406917516829,145.0,623.0,768.0,in
FLXS,27036000.0,227320998.8460121,0.1189331392051214,0.0906551676731639,231.0,539.0,770.0,in
VRSK,1353200000.0,33637405086.19525,0.0402290246983216,0.3572616627504818,651.0,121.0,772.0,in
IMMR,17927000.0,153720775.56242943,0.1166205409412564,0.0911550097882185,237.0,536.0,773.0,in
VITL,68548000.0,1213135621.7922974,0.056504811802267,0.1780740425156063,494.0,283.0,777.0,in
DBX,486300000.0,8807990749.770626,0.0552112296453835,0.1847574180312298,504.0,274.0,778.0,in
PLUS,151050000.0,2036978226.9361567,0.0741539590372529,0.1346296281441432,398.0,380.0,778.0,in
SSP,420325000.0,2994859967.046883,0.1403487991508552,0.0799063992987361,196.0,582.0,778.0,in
ACFN,2011000.0,46461930.77761459,0.0432827471080668,0.292296511627907,626.0,155.0,781.0,in
EML,19795638.0,156860216.7219925,0.1261992263792694,0.0852507402719066,216.0,565.0,781.0,in
ZGM,978894.0,27430551.87382126,0.0356862670682984,0.5888615514181731,692.0,89.0,781.0,in
TRDA,47011000.0,368852744.0,0.1274519459722387,0.0826367978174927,212.0,570.0,782.0,in
CTMX,24995000.0,699905230.8172369,0.0357119777070602,0.5509875672339299,691.0,92.0,783.0,in
SDM,2068256.0,49686408.63717365,0.0416261922873733,0.3007898100139556,636.0,147.0,783.0,in
DOX,735678000.0,9594441438.598633,0.0766775225747225,0.1259359674258257,374.0,410.0,784.0,in
QLYS,187196000.0,4574641626.971176,0.0409203638808184,0.3036608788185522,643.0,144.0,787.0,in
SNAL,3182237.0,32421404.24199796,0.0981523494863865,0.1004812256508264,288.0,499.0,787.0,in
CLSK,414910000.0,3970786960.844406,0.1044906221591317,0.0954290385244344,268.0,520.0,788.0,in
SCSC,102409000.0,894586640.4771767,0.1144763350650693,0.0903228139434173,242.0,546.0,788.0,in
HLNE,375609000.0,8232173500.0,0.0456269538050916,0.2510429797205442,600.0,190.0,790.0,in
MDLZ,6769000000.0,83672126000.27559,0.0808991037227583,0.1143489424961146,353.0,442.0,795.0,in
DORM,295979000.0,4331290268.5060425,0.0683350645308031,0.138068131194556,428.0,369.0,797.0,in
KRT,42818000.0,529604451.16529465,0.0808490183679292,0.1136705735561543,354.0,444.0,798.0,in
SFD,1127000000.0,9949476595.904564,0.1132722901689018,0.0876428960261295,243.0,555.0,798.0,in
FISV,5744000000.0,61070286968.83558,0.0940555593415041,0.1000818915198717,296.0,503.0,799.0,in
AMAT,9540000000.0,232587926894.039,0.0410167463436147,0.2854663514767048,640.0,160.0,800.0,in
PCAR,4892400000.0,69390264195.4965,0.0705055681329647,0.1344254277385018,417.0,384.0,801.0,in
AAPL,133050000000.0,3926121529427.185,0.0338884058995014,0.5465322620397298,709.0,93.0,802.0,in
BTMD,12017000.0,188755697.081728,0.0636643035722352,0.1482207832254085,457.0,345.0,802.0,in
NCT,5836185.0,29583952.31145377,0.1972753653250195,0.0666542232643321,138.0,665.0,803.0,in
WFCF,2983000.0,59864658.11419678,0.0498290659959951,0.1998597029105281,554.0,252.0,806.0,in
DTIL,8949000.0,49098837.573925495,0.1822650075274383,0.0680082378958407,150.0,658.0,808.0,in
EBAY,2537000000.0,46628550697.32666,0.0544087251707236,0.1696195761182055,514.0,297.0,811.0,in
SPOK,20069000.0,248228122.9742422,0.0808490180706981,0.1099490494713197,355.0,459.0,814.0,in
COIN,3023289000.0,62092862035.98865,0.0486897994530791,0.2031526028127394,569.0,248.0,817.0,in
THRM,117565000.0,1282960337.0,0.0916357245110999,0.0976301853449671,306.0,511.0,817.0,in
ESCA,20078000.0,217126769.15628436,0.09247132483028,0.0932810510959756,300.0,524.0,824.0,in
COLM,270741000.0,2947196145.0455017,0.0918639230901342,0.0936399823331881,302.0,523.0,825.0,in
TASK,95730000.0,1173631652.9400978,0.0815673297155747,0.1045792903946112,348.0,478.0,826.0,in
CMPR,212190000.0,3193279810.596924,0.0664489216685133,0.1329572091956587,440.0,388.0,828.0,in
GCMG,74324000.0,1015945543.0717468,0.0731574644988143,0.1208457446116624,404.0,424.0,828.0,in
GCT,140870000.0,1818546774.6652296,0.0774629511665611,0.1094115527166872,367.0,461.0,828.0,in
HURN,178732000.0,3478091276.7835693,0.0513879555700693,0.1709289237039891,536.0,294.0,830.0,in
EZPW,169802000.0,1586731985.325941,0.1070136617716947,0.08233103668973,260.0,572.0,832.0,in
CMCSA,22807000000.0,201729492175.765,0.1130573410660672,0.0788683786456784,244.0,592.0,836.0,in
GEN,1607000000.0,23411457930.18364,0.0686416029617765,0.1260095663765388,427.0,409.0,836.0,in
MAPS,14748000.0,125871531.4660964,0.1171670816126709,0.0775382091765114,236.0,600.0,836.0,in
FFIV,791433000.0,14480888162.891909,0.0546536228370364,0.1567361968876269,510.0,327.0,837.0,in
SLGB,11437622.0,70864856.17301941,0.1614004828017231,0.0659725252439769,169.0,669.0,838.0,in
PXS,18766000.0,94109443.700006,0.1994061303754025,0.059232184735229,136.0,703.0,839.0,in
STRL,383533000.0,9296895725.526123,0.0412538777806175,0.2451819656212223,638.0,201.0,839.0,in
DLO,151520000.0,4280444683.924431,0.0353981913535867,0.3025982066183372,695.0,145.0,840.0,in
CLWT,918000.0,3579549.897919655,0.2564568245112377,0.0541177857690267,113.0,734.0,847.0,in
FTNT,2078500000.0,59435005388.35581,0.0349709735267763,0.2947432606815184,698.0,154.0,852.0,in
RUSHB,469839000.0,5800935259.293518,0.0809936637798679,0.1000834811845679,351.0,501.5,852.5,in
CENTA,274447000.0,2383526196.25,0.1151432698460739,0.0747214217726636,238.0,616.5,854.5,in
AMWD,136879000.0,1265368414.976921,0.1081732390186904,0.0777049178466588,256.0,599.0,855.0,in
DXPE,148899000.0,2184863443.0905457,0.0681502546398865,0.1206993964989644,430.0,426.0,856.0,in
LBRDK,1276000000.0,10562544211.020454,0.1208042280825374,0.0723479049725009,226.0,632.5,858.5,in
